,Reviews,Ratings
357,"*POSSIBLE SPOILER, BUT ONLY IF YOU'RE STUPID*Hey, I'll save you who are considering seeing this movie a few hours.  The ship sinks.  And DiCaprio can't act.Too bad all this money wasn't spent on something beneficial, like figuring out how to fill all those holes in Swiss cheese.This movie's financial success is proof that our society is beyond hope.",
358,"Why did James Cameron go to so much trouble making a film that presented the physical and visual dimensions of Titanic and take the human dimensions on a fantasy-romp of titanic-sized contrivances? There are enough historical documents and memoirs about REAL people on that ship who had REAL lives and some were actually very compelling.  So why did Cameron opt to give these REAL people bit parts and invent two shallow characters? 
Good acting and high production values go a long way to cover up a poor script, and Titanic is proof of that with the Oscar frenzy that surrounded it (However, it was the first film in a long time that did not earn a screenplay nomination and won best picture).  Leonardo DiCaprio and Kate Winslet both did excellent jobs acting as did Gloria Stuart and Kathy Bates. They all deserved an Oscar in light of what they had to work with on the page.  How conventional, shallow and contrived does this sound?  Rose is in what is for all intents and purposes an arranged marriage, but she is really a free spirit ready to fly away from her upper-class roots.  If it wasn't for her darn mother.  Now to make this issue even more clear, her fiance is controlling and abusive.  The decision is clear.  She has to fall for Jack, a fellow free spirit who shows her real love.  Alas, Jack must be symbolically sacrificed so she can avoid being drowned in her life and truly find freedom in the new land.  Not only are the mechanics of the script clear, but the story is old and tired.  Titanic works because it plays on stereotypical conventions and latent emotions; it does not earn its emotional climax on its own merit.  This subject has the opportunity to be so much more genuine and powerful if only someone had taken the time to look beyond fictional romance and into true life tragedy.",
359,"Titanic opens with Brock Lovett (Paxton) and his crew as they begin to dive down 12,500 feet to the wreckage of the R.M.S. Titanic, which struck an iceberg and sank in the North Atlantic Sea on April 15, 1912.  The movie jumps from present day, to the day of that ill-fated voyage, then returns to the present day.  That unfortunate day begins with Jack Dawson (DiCaprio) winning a ticket to ride the Titanic back to America where he is from. While on board, he meets Rose DeWitt Bukater (Winslet), a woman being forced to marry a man she does not love.  While on board, Jack and Rose develop a loving relationship, and spend all their time together hiding their feelings from all those who oppose.  Titanic follows the two as they fall in love, evade the jealous ex-fiancé, Cal Hockley (Zane), and eventually watch as their very short time begins to come to an end due to the sinking of the great Titanic. 	Of the many characters that went through changes in Titanic, I chose to discuss Rose DeWitt Bukater, and why she represents a three-dimensional character.  When we first are introduced to Rose, we get the impression that she is a little `rich bitch.'  She pulls up on the boarding dock in a caravan of new cars, welding a barrage of luggage.  When she first lays eyes upon Jack, who is on the lower deck with the rest of the `commoners', she has already formed her inferior opinion of him.  It is not until Jack stumbles onto Rose attempting to leap from the aft of the Titanic, and saves her, does she begin to realize that he is not inferior, and instead an interesting man.  Rose soon begins to fall in love with Jack, and this is where we see her change from that `rich bitch' to a caring, lovable woman. We later find out that even though she let go of Jack by the end of the film, she carried the memory of him her entire life through the beautiful necklace she wore as Jack sketched her portrait. 	 Titanic is filled with irony, symbolism, and conflict.  The fact the Jack Dawson won his ticket to ride on Titanic, only to perish on it's very first voyage, is the first taste of irony that we experience.  Also, how heartbreaking is it that just after finding true love, they are split by the death of Jack?  Tragic. 	The greatest use of symbolism in Titanic occurs within the scene where Jack attends the dinner with Rose, Cal, and others.  This represents the life that Rose is bound to, and desperately seeking to escape.  The opposite happens when Jack takes Rose down to the lower deck, and we witness Rose expressing her most comfortable, newfound personality.  We also cannot forget the use of the diamond necklace.  The necklace ultimately represents Roses' undying love for Jack, which she has held onto all her life.  Only after she visits the wreckage of the Titanic is she finally ready to let go, and subsequently releases the necklace to the sea, and passes on in her sleep. 	As with many of James Cameron's films, Titanic uses numerous close up shots to convey intimacy.  A perfect example of this occurs in the scene when Jack is drawing the nude form of Rose.  Another technique that I feel James Cameron has mastered is the use of sound and/or music in his films.  A right sound effect, or musical score as in Titanic, helps to complete that scary slasher scene, or that sad death scene, or even that scene where words just cannot express the right feeling as in that beautiful scene in Titanic when the lifeboat is being lowered with Rose inside. 	The film Titanic is such that in my opinion could be considered as having both a realistic and romantic ending.  The fact that Jack Dawson died at the end makes it a realistic ending; while having Rose walking to the rear of the ship to toss the ever symbolic diamond necklace into the night darkened sea creates the feeling of a romantic ending. 	Titanic proves to not only push the envelope, but break it wide open with the masterful direction by James Cameron.  While Titanic's photography would reason to be realistic, it is by all accounts formalist.   The use of distorted camera angles, wide-angle shots, and camera movements make it such. 	As I earlier stated, the use of a great musical score in any film will make, or break that particular feeling the director wishes to convey.  It is said that realists films employ minimal musical scores, while formalist films come with big scores that are hard to ignore.  Titanic not only has the critically acclaimed `My Heart Will Go On' theme song, but many beautiful scores such as `Rose' and `Southampton' which, in this reviewers opinion, is the main reason this movie was as beautiful as it really was. 	Costuming for Titanic was definitely elaborate and by itself is another reason this film is considered a formalist film. 	Lastly, the way the story and characters unfold is widely considered formalistic.  Formalist films are ones with courageous heroes (Jack) and beautiful women (Rose).  The story in Titanic took place on the biggest and most prestigious ocean liner ever built, which coincides with the fact that formalist films take place in exotic settings.  The only inconsistency that I have encountered with James Cameron's Titanic being measured a formalist film is the fact that it could be said that the film contains two different endings.  The first, by definition, could be considered realist because Jack Dawson ultimately died after the sinking.  Since the older Rose was shown tossing the necklace into the sea, achieving a final internal peace and showing that she is ready to let go and join Jack in the afterlife, it is my opinion this proves that it has a happy ending and hence should be referred to as formalist.",10
360,"Well, if you are reading this, HOW IS THE WEATHER ON MARS?  You see, in the early 20th century, there was this boat that sank...well you know.... This movie is the #1 highest grossing movie of all time, as well it should be!  I was going over some of the other reviews, and there were a lot of you who said this movie was very bad.  Well, I'll tell you what, give me your address, and I will buy you the glasses you obviously need!  Watch it again, and you will clearly see the greatest love story of all time coupled with some top notch special effects. Casting Leonardo DiCaprio as Jack Dawson was a great idea, but when I heard that someone named Kate Winslet would be the love interest, I said ""Who?"" Well, after seeing her in the movie she filled the role of an early 20th century woman. Great costumes added to the perfection of this movie!",10
361,"For me personally this film goes down in my top four of all time. No exceptions. James Cameron has proved himself time and time again that he is a master storyteller. Through films such as Aliens, The Abyss and both Terminators it is clear that he was a brilliant and confidant director as far as action and science-fiction goes. He sees a story and adds a strange quality to the film. But Titanic is so much different to his other strokes of brilliance. The film is exceptionally moving and allows room for surprises, plot development and interesting character developments in a story that everyone knows. The story of the famed voyager sinking on her maiden voyage is legend so the challenge was for Cameron to make a truthful, interesting and entertaining film about it. The acting is wonderful as Leonardo DiCaprio who plays Jack and Kate Winslet who plays Rose became superstars overnight with the release of this film and in most films I get annoyed when the supporting characters aren't given a lot to do but in this film it is more purposeful because as an elderly Rose (Gloria Stuart) tells her story it is quickly apparent that it is Rose's and Jack's story alone, no one else. Emotionally it is entirely satisfying and can leave no dry eye in a theater or home. The music has become iconic and legendary. It is composer James Horner's finest soundtrack ever and evokes so much from the film and the audience. The song after so long has become annoying but I still appreciate it for the phenomenon it is and this film is. Only one problem, the usual James Cameron problem, is the dialogue which is memorable but in a bad way as in how cheesy it is at points but all that aside. James Cameron has delivered a masterpiece and a romantic epic that sweeps you away on a journey of a lifetime. My heart won't go on from this one.",10
362,"So many romance movies come out these days, and so many of them have characters, stories, and relationships that are hopelessly difficult to care about. Who could have guessed that James Cameron, known for highly visual works like Terminator and Aliens, would create what is in my mind unquestionably one of the greatest love stories ever? If I had gone into Titanic blind, I certainly wouldn't have. I will get the few real flaws out of the way first. Leonardo DiCaprio, as great as he is in this film, is forced to yell commands to Rose a bit too much. And the 3D is a gimmick, nothing more. However, to my knowledge, this is the only way to experience this film in IMAX, so for me at least, wearing the glasses was well worth it. Though I'm sure I am overlooking some, that's about it for the bad. On to the good. Firstly, I hope that the rerelease of this acclaimed film will remind directors of romantically-minded movies everywhere of how to do it right. James Cameron starts the film in the present day (or at least, it was when it was released), with an expedition to the titular wreck overseen by an enthusiastic explorer (Bill Paxton). He finds a bunch of papers in a safe on the ship, and restores a drawing of a young woman naked, wearing only a necklace. This sets into motion a series of events leading to a three hour long flashback detailing Rose DeWitt Bukater (Kate Winslet, played in the ""present"" by Gloria Stuart), and her passionate relationship with Jack Dawson (Leonardo DiCaprio). I could type for hours about how well-acted, emotional, and real this pair seems. I won't, but suffice it to say that all acting awards were well-deserved. For the bare majority of the film, Jack and Rose are in the spotlight. The length of the film actually works to its advantage, because ample time is given to see how their relationship springs, wilts, and ultimately blossoms. Jack is a lower-class man, and even he makes no bones about it. Rose is from the opposite end of the spectrum, and hates it. Jack finds he about to commit suicide over her marriage forced on her by her mother. The moments the two share really sell their relationship, enough so that the audience becomes invested as well. Class differences are an extremely prominent issue, brought up again and again. At one point, Rose reminds a frantic crewman that only half the ship's population can fit on the lifeboats. Her husband-to-be overhears this, and replies ""the better half."" The rich are not painted in a sympathetic light. They are arrogant, selfish, and terrible people that throw others off just to have themselves a little more space. Cameron goes this extra mile to ensure that we are sympathetic with Rose. She is forced to walk among these horrid humans, and finally, stumbles upon someone that treats her as an equal, and in an almost husband-like manner, as opposed to her stuck-up, borderline misogynistic fiancee. After almost two hours of engaging, superb relationship-building, the inevitable iceberg looms. This, of course, is where James Cameron's signature technical brilliance kicks in in full force. Metal is torn asunder, flooding commences everywhere, and there are many grand exterior shots showing the Titanic going down. All of which are done with excellent special effects that look as real as any of the characters in the midst of them. This is also where the movie becomes incredibly, brutally honest about what probably happened once the ship began to sink. Hundreds are shown drowning and falling, including children. The rich shun the poor, literally kicking them off lifeboats. SOS signals are sent, and fireworks are launched. And, in what could be the greatest scene in the film, four string instrument players lament the catastrophe the only way they know how. And through it all, Rose and Jack find each other through the worst of it, and stay alive until the last possible moment. James Cameron's work in this film is truly extraordinary. He is not known for crafting compelling characters or stories. However, in these respects, he succeeds brilliantly here. In modern romance films, characters and their tribulations are about as genuine as cardboard cutouts. Cameron has created a set, populated it with characters that fill it to the last inch, and bound it all together with great attention to artistic and technical detail. I left trying to sort out what I liked most about it. I haven't yet decided, but I knew then and know now that I have seen a beautiful masterpiece from the unlikeliest of sources.",9
363,One of my best film in all of my life and this film could conquest my heart.,10
364,This is one of the best movies I've ever seen. Everything about it was EXCELLENT. The James Cameron really did a good job on this movie. The music was so beautiful. The plot was so touching and sweat. The character are excellently written. I don't know anything about this movie that I don't like. I recommend this movie to anyone who like a really good romance story. This is the most beautiful movie ever made.,10
365,"I have always been fascinated by the story of the Titanic, and I had high hopes for this film.  Unfortunately, what I got was a cold, mindless Hollywood romance flick that merely used the Titanic as a springboard to emptier things.I found it less than moving.  The romantic storyline was nothing new at all, and the acting and dialogue was generally laughable.  What did work?  It has lots of pretty faces, elaborate set-design and special effects, plus looks and feels 'epic' (with no substance to back it up).Just a big, empty romance-disaster movie here.  If your interested in the story of the Titanic, read about it in books, there is little here we don't already know and the focus is mainly on the characters, who are no more than one-dimensional stereotypes.",
366,"So, how do you spend vast amounts of money on a film and still wind up with a dreadful (albeit profitable) end product? Simple.You spend lots of money on beautiful sets and breathtaking special effects. You hire some very talented and/or (mostly or) attractive actors. Then you give those actors lines to speak that are so badly written they might have been written by a 13-year-old girl trying to emulate a Harlequin romance.Despite wonderful production values and a serviceable story line, ""Titanic"" may be painful to the ears of anybody who is fully literate. Why did James Cameron spend so many millions to make a film and not spend an extra ten grand to have a competent editor look at his script? Writing the ""Terminator"" movies really was NOT adequate preparation for writing an epic romance.Gag me with a spoon! (Hmmm... did Kate Winslet's character say something like that in what was supposed to be 1912? Quite possibly!)",2
367,"Why does this movie suck so bad?  More importantly, why did it win an oscar for among other things, best picture?  There are so many holes in the film's plot, the villian is similar to one in a Rocky and Bullwinkle cartoon (I was wondering why they didn't give him a mustache which he could rub between his fingers), the long sweeping shots of the ship look horrible, the script is lame and filled with cliched action movie lines and all of the scenes taking place in the present day are worthless and have no place.First, if Rose is telling this story from her perspective how is it that she knows what her fiance is always planning?  How does she know what the crew of the ship is talking about before and after the iceberg hit?  How is it that she knows how exactly Jack got on the ship or what he talked about with his friends onboard?  You get the idea?  Now many movies have this problem, but not a best picture winner. Second, the villian who's name escapes me.  He was so cliched.  So evil it was funny.  He's like Travolta in his new horrible film.Third, the fly over shots of the ship look like garbage.  They are so obviously fake, all the people appear as black, lifeless silohoettes walking the ship. Fourth, the script.  How did these horrible lines that Jack utters get in there?  When danger is afoot, no matter how great all he can utter is his best Keanu Reeves impersonation. Fifth, what is the purpose of showing us the salvage crew?  Who gives what these idiots are thinking or doing.  It further complicates things. Why would these people believe an elder Rose just because she says she is the one in the picture.  Anyone could call up and say that.  If they cut these parts of you have a much shorter film.I HATE THIS MOVIE.L.A. CONFIDENTIAL WILL ALWAYS BE 1997 TRUE BEST PICTURE",
368,"At first glance, Titanic is an epic film. The scenery and cinematogrpahy are spectacular, and it is just a beautifully photographed movie. However, when you look past the superficial beauty of the film, much like Armageddon, its numerous shortcomings become clear. First of all, Titanic suffered badly from the transition from the big screen to video. This took away a lot of the hugeness of the film, and this inadvertently places more attention on the story and the acting, both of which were the biggest problems with the film. I went to see this movie to see the sinking of the Titanic, not to see some elaborately fabricated love story. Titanic is a landmark film as a result of the sinking of the ship and the fact that it inexplicably turned out to be such a huge moneymaker. There is absolutely nothing great about the acting, the story is nothing that hasn't been seen dozens of times before, and the directing is awkward, probably due to the fact that James Cameron, who is an excellent director, is so used to directing the Frankenstein-like Schwarzenegger as the Terminator. This is not to say that the directing was bad, it wasn't at all, but there is nothing special to be said about the directing because James Cameron is not really a director of this type of film.Kate Winslet was beautiful in Titanic. She delivered a wonderful performance in the film and was very convincing, as was Kathy Bates (as always) and even Billy Zane. I normally don't like him, but he was playing a dislikeable character, which is probably why I enjoyed his performance so much. Leonardo DiCaprio, however, delivered the worst performance of his career. If you want to see him really act, watch The Basketball Diaries or, even better, The Beach. Titanic is a beautifully made film. It suffered in the story and the acting departments, but it is an entertaining and easy to watch movie. It was not, however, the best picture of 1997. Not even close. There were probably 20 movies that were released in 1997 that were better than Titanic, but the Oscar's wouldn't have gained as much public support had they not given the Oscar to Titanic. It was a quality film, but don't be fooled by all of the hype.",6
369,"I absolutely loved this movie in every single way possible. It's an absolute masterpiece. Makes you fall in love with ship named Titanic. A perfect balance of tragedy, romance and drama. It's emotionally so powerful that it breaks the viewer into tears.",10
370,"that is, by you IMDb voters. You seem to be the only people in the world to think this movie isn't great. This film is a masterpiece, which belongs in your top 250. It's the only 3 hour  movie that doesn't bore me. In fact, no one in the cinema seemed bored when i saw it. If you think that this movie is silly because of the dialogue, it's obvious you're all forgetting that this movie was made to entertain! It's the same thing with star wars: it's sort of a fable, and the dialogue is much cheesier than that of this film. It has great music, great special effects, great sound and fantastic cinematography. It was definitely the best picture of 1997, and Kate should have won the best actress award.",10
371,"Titanic is the fictional love tale of a rich girl and a poor boy falling in love on the 'unsinkable' ship destined for New York City, from Europe. Jack Dawson (Leonardo DiCaprio) is a poor boy living in Europe, well just sort of hanging out in Europe in 1912. Outside the bar he hangs in, the largest ship ever built, the Titanic, is being set to sail. After winning an unbelievable card hand, he wins a ticket aboard and to America.While Jack camps out on the 3rd Level, Rose Bukater (Kate Winslet) is spending some rough time on the 1st Level. While Jack spends his night on the deck, Rosw rushes past him, ready to jump off the boat and to her death. Jack convinces her not to jump and the two begin to spend some time together and slowly fall in love. But as the days slowly tick away an unknown obstruction stands in front of ship, just a few miles ahead. One obstruction that would set the ship into history.The film beautifully shot and wonderfully acting. The love story is better then most. Instead of two kids just meeting and having sex that night, Cameron took time to let both Jack and Rose develop and progress into the relationship. The dialog between the two flows easily and the love connection is strong and well-portrayed. The special effects are a bit overwhelming especially when the ship is sinking. My only fault with the film is its length. I don't have a problem when a film extends 3+ hours when necessary but this extending 3 was unnecessary. Too many scenes are shown of Billy Zane running around and could have been edited out. Other than that the film is perfect. The story is told with great detail and flows less like a history lesson and more like a love story. The film is quite gripping and overwhelming at some parts but is well-worth seeing.Titanic. Starring: Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates, and Gloria Stuart.4 1/2 out of 5 Stars.",9
372,This film is probably my favourite. This is is heartbreaking and melancholy. The relationship between Jack and Rose is a life time. This film is Oscar-Winning and I recommend for 13 or above.,10
373,"I half-expected an overwrought concoction of incredible high drama, but James Cameron's fictionalized film of a real incident from 1912 is nearly free of derivative devices or sappy puppy love issues. Before the infamous ocean liner perishes in the icy Atlantic Ocean, two passengers--third-class gadabout Leonardo DiCaprio and conflicted first-class passenger Kate Winslet--fall in love in what is a very captivating romantic interlude. Cannily-made picture is, of course, full of marvelous effects, but its this key romance that most people will end up remembering (and with good reason, as the performers are terrific). Cameron's pacing is both giddy and tight, and he draws vivid characterizations from the supporting players as well. High entertainment. ***1/2 from ****",8
374,"Can we say predictable?  Can we say simplistic?  Can we say a badly told love story with NOTHING new that exists only to fill time before a roller coast sfx show happens?  Can we say 3 hours of annoying drivel written by hacks hammed up by ""beautiful"" media darling actors?We don't have to say any of this.  Cameron did it for us and spent WAY too much money doing it.Perfect 1.  Nuff said.",1
375,"TITANIC
LEO and KATE or WINSLET are wearing each other in their friendship. It is two decades but still, romantic. The movie with LEO prior to winning his OSCAR for BEST ACTOR is the unlike event of it happening to us. We are not sailors but we need them and they need us to be present.
Sailing on a boat or a ship like in ""LIFE IN THE MISSISSIPI"" is a waste of valued coal but the steam engine that crossed those days disappeared as well.",10
376,"Titanic was massive, and so is the movie. Watched it again, after a long time, still as pure as in 1997.Love, emotions, sacrifices, dialogue, screenplay, acting...and, slowly movie will takeover you.You can watch this after a decade too, it will feel as fresh as before. Kate and Leo is wonderful as Rose and Jack.Movie depict the downfall of huge titanic and evergreen love story of Jack and Rose and James you nailed it.And wait a love story cant be completed without a song. Celine Dion did a true justice for this movie.Really a masterpiece.Whether you like watching love stories or not, do watch this.I bet you wont get disappointed.Its a must watch before you die.",10
377,"Striking motion picture in every department, from the stunning visual effects right down to Gloria Stuart's wonderful performance of an aged survivor of the 1912 disaster where over 1,500 lives were lost. Winner 11 Academy Awards, including the Best Picture of 1997. What else can be said...other than masterpiece!",9
378,"I can never get enough of it! It is thrilling, touching, heartbreaking, and romantic with a powerful soundtrack you will never forget. Watch Titanic for the best cathartic cry of your life.",10
379,"The Irish plans to tow an iceberg to Belfast to commemorate the making of the Titanic seems a good enough reason to write a review of this movie.So here is the spoiler of this review. They build this big ship, they think it is unsinkable, it hits an icebergs and sinks. (Other breaking news, the earth is round, Christopher Columbus fails to get to India but discovers America).The true genius of this film is that it understands that movies take us to another place that we could not normally go but where we have a desire, either openly or secretly, to venture.We have all heard of the Titanic and how it sank. But do we really know what it would be like to be there, in the ""ruddy"" north Atlantic as the largest and safest ship sinks beneath you? James Cameron uses two methods to make this come alive. Firstly, and the most obvious are the sets and special effects. A full size tilt-able Titanic and CGI. Even though the CGI looks look computer graphics it is good enough to mean we don't really need to worry about it (I am sure in a few years they will run the computer models through better software and knock out a better print so Titanic fans can buy the Titanic experience all over again).The other technique is to create 2 fictitious characters that we care about who he put anywhere he wants during the sinking process so that we can really feel what is happening and meet many real people and see their stories.The movie is 3 hours long, but once the Titanic starts sinking you become involved in that part of the story as if it is a story starting afresh and your attention doesn't waver from that moment on.Overblown, pretentious film making that won the Oscar because that is what American films want to be. However it remains highly entertaining.",8
380,"I am 24, I watched Titanic for the first time with my mother at the tender age of 7 years old... no cause for alarm, we were taught to close our eyes in age restricted scenes, which I did (technically).Titanic is the best movie that I have ever seen, I have probably seen it about 500 times since it was first released and I aim to see it once a year at least till I die. The glorious tale of tragic love upon the maiden voyage of a doomed luxury liner. Every time I see Titanic, I see it in a new light, I notice something different that I never noticed before and I cry all over again.The beauty of a movie like this is that it has the ability to cripple the strongest of men with emotion. Being a skeptic on love myself, I have to say that I am slightly glad at Jack's demise not because he's a bad character (in fact he's my favorite character) but because there is some realism to that aspect of the story. Up until the doom of Titanic sets in, it's all very Romeo and Juliet, the obsessed illusion of true love after barely days of knowing each other, at least Rose is hesitant of it at first, whereas Jack is smitten beyond comprehension... Alas, their supposed true love does not overcome the wrath of a very angry looking iceberg and of course Ismay's blatant challenge to God and all elements of an unsinkable ship. That being said we all know the fate of Titanic but this is not what makes this movie so wonderful... it is actually the integration of all characters, both little and large, whether it be the distraught Murdock, the grief stricken captain EJ or the delightfully despicable Hockley... they all merge together in a beautiful picture.. while the main characters and those closest to them were made up and given a slightly mediocre presence, it all fits in so well, tragedy, love, jealousy, arrogance, greed, honor, dedication and lust all get together to dance upon the ship of dreams.Whether you're male or female I'm pretty sure the ""I want you to draw me like one of your french girls"" scene was a tasty reminder at how erotic cinema can be without actual sex. sensuality at it's tender best but not my favorite scene in the movie... the most notable scene for me in Titanic was when the poorer passengers accepted their fate of death, the Irish mother and her kids, the old couple that embrace as water floods around their bed... those were scenes dripping with emotion... My favorite scene however, is when Rose joins Jack below decks to party with the third class folk... just goes to show that money does not make-th the man, a good heart does.The marvel of the ship in all it's grandeur made me realize that Mister James Cameron is a visionary, the attention to detail of a simple thing like cutlery was admirable. Shining performances did not come from Dicaprio and Winslet as some foolish viewers believe the shining performers were Kathy Bates, Billy Zane,Frances Fisher and Gloria Stuart.I can go on about what a brilliant movie this is but I should not.End note, excellent movie that every person should see at least once before they die.",10
381,"This movie may or may not stand the test of time. Its theory of why the ship went down has since been replaced by a discussion of the fire down below. Its most indulgent moments have become the stuff of parody. But if we're going to judge this film, let's judge it by its impact on release. I saw it seven times before it left the theater. I was entranced by it. The performances were stunning, as was the cinematography and direction. It's a great story, about the folly of human beings and the absolute imperative of living your life while you've got breath in your lungs. I loved the chemistry between DiCaprio and Winslet, but there were great performances as well from Billy Zane, Bill Paxton, Kathy Bates, Frances Fisher and Gloria Stuart. I loved the use of music. I loved the whole thing. After you watch a film 900 times, you lose sight of what was great about it and all that remains is its imperfections. This was still a great ride.",8
382,"It's a crying freaking shame that this outstanding movie's rating has been dragged down by small people who hate it because it was successful. You should be ashamed of yourselves. When I first saw it I thought it was the perfect movie, and it's still one of my favorites 8 years later. It's got sexual tension, action, social commentary, and the acting doesn't suck. It's even got Bill Paxton, one of my top 10 criteria for a great movie. What's so horrible about it that it deserves an aggregate 6.9? The only reason I can think of is this perverse habit people have of hating anything that makes so much money or is otherwise successful that it makes them doubt their own worth. That's just sad, and you shouldn't take it out on an innocent blockbuster.",10
383,I thought Braveheart was the best movies of the 90s! Then Titanic comes along with an old story told in such a unique and great way! There was chemistry and magic on the screen from the time the two lovers met! I don't think it won enough Academy Awards!,
384,"Neither as good or as bad as the hype might have led me to believe.The love story is good and the special effects are good, but considering the material Cameron was working with he didn't really produce anything that another director might have with a similarly astronomical budget or possibly a whole lot less.This is definitely a film for the big screen or at least the biggest screen you have.",7
385,"Rose DeWitt Bukater is a beautiful young woman, travelling to America to be married to the dashing cad that is Caledon Hockley. Jack Dawson is a poor Irish kid with little hope of getting to the land of plenty  until, that is, he wins tickets onto a ship making that very crossing in mere minutes. Jack and his friend rush onto the boat and find themselves in 3rd class with all the rest of the poor people. Meanwhile, on the upper decks, the rich enjoy the space and pleasure that comes with privilege but yet Rose feels little happiness about her loveless prospects. A chance meeting between Jack and Rose sees them fall into a passionate instant love affair but time will show them that the class divide between them is really the least of their concerns.As others have mentioned, Titanic seems to have enjoyed great praise and great abuse. When it came out it was the biggest movie of the day, sitting at the top of the charts for months and also sweeping the Best Picture Academy Award for that year. However as time has gone on it has received more and more of a kicking from viewers and it has now lost a lot of the appeal and shine that it once had. To some this is just a simple backlash without basis but I'm not sure I agreed with that. Of course there is an element of wanting to tear down the ""success"" of the film and perhaps wipe that smug smile off James ""king of the world"" Cameron's face but for me a lot of the negativity comes from people seeing the film in the cold light of day, without the crowded cinema, without the hype, without the partner to hug up to while watching.So it is with me here. The first time I watched it I was with my partner in the front room of a packed cinema and allowed myself to be carried along by the sheer spectacle and not worry too much about the finer points. However watching it again I viewed it like I would any other film. As such the failings came tumbling out. The story is consistently weak whether it is the speed and superficiality of the central ""relationship"" or the roundly average dialogue within the script. Funny how a rush to sex is seen as romantic when it occurs in the movie whereas if the same tale was set in a Bolton nightclub, the view would not be the same! Part of the reason for this is the forced emotion and atmosphere of the film, with James Horner's manipulative score constantly on hand to tell us ""you're meant to cry at this bit"". This is very different from bringing the audience into the characters and the story in a genuine way and you are not getting into this car because you want to so much as being forced in with a hood over your head.Of course this is not so different from many Hollywood blockbuster, but it is particularly noticeable here because the script and characters are so lacking. Director Cameron cannot make up for the failings of writer Cameron and instead just injects as much of this manipulative schmaltz into proceedings as he can as he waits for his effects budget to kick in. When it eventually does there is no denying that it is impressive in terms of spectacle but I do wonder how this will hold up as the effects become ordinary, because there is little else for the viewer to feast on. Certainly the performances offer very little, mostly due to the material handed to them. DiCaprio is miscast. I know it has been said countless times before but he looks far too young for the part and, as he looks more adult in other films he looks younger and younger in retrospect. Both he and Winslet are capable of so much more but neither really work individually or as a couple. Zane hams it up as a ""baddie"" and actually seems to be having a good time of it unlike his co-stars. Bates, Fisher, Paxton, Warner, Amis, Hyde and others all fill round the edges with so-so performances.There is no questioning that this was a massive success and will stand up in lists for years to come. However the effects are already dating and, them to one side, there isn't a huge amount else to spend three hours on. The love story is clunky to match the dialogue and the actors can do little with it producing an unconvincing love story that is forced out with manipulative and exploitative methods that are exposed as such with a clear eyed viewing. A big film but not really a good one.",
386,"...Oops, i let go!Rose DeWitt Buckater is from a rich, eligible family who look down their noses at everybody, except Rose. She believes everyone deserves the same respect.Miles away, Jack Dawson, a scruffy poor man, and his best friend are gambling, to win money. When Jack wins the card game he instantly comes up with the idea of getting aboard the most luxurious ship in all the land, TITANIC.By coincidence Rose is also getting aboard the Titanic, with her family, and her husband-to-be, Cal. Cal is a cruel man who is obsessive about Rose. She's marrying him because of family. She doesn't love him.When Jack & Rose meet on the Titanic, they instantly fall in love, putting his talent of drawing and her talent of modelling to put together one of the most famous painting known to man.Little did he know all those days ago, he would regret coming aboard the Titanic.TRUE STORY.Main CastLeonardo Di'Caprio (The Beach) Kate Winslet (Finding Neverland) and Billy Zane (Danger Zone) Kathy Bates (Charlottes Web)8/10. ********",8
387,"15 years after this classic first hit, it's back, and now it looks and sounds better than ever, and some recent releases look so muddy and artificial in comparison. Here Cameron uses his expertise to improve on the technical aspects of ""Titanic"" without sacrificing what already worked. Nothing gratuitously calls attention to the new ""3D"" transfer. Instead, it enhances the gorgeous and meticulously produced movie. The spectacle glows with renewed strength, and each performance, each costume, each set now looks remarkable, all contributing what a true cinematic experience should be.As everyone knows, our stars are not reciting Shakespeare. The focus is on the relationship, and how two young people connect with each other. Surrounding them is cast of real and fictional character that gives us a little insight into what it was like being in the doomed ship. People look and act the part. Each class defined by the parameters of their own creation. Cameron understands the passengers on this ride. Zane, Bates, De Caprio and Winslet all do remarkable work, and it's still a question why De Caprio wasn't recognized by his peers when the film first came out. He is central to the success of this confection.In the end, the film, like the title will go on, having us choke on the emotional highs, the times when we understand what gives us humanity and hope, and when we see that humans share so much and are so far from perfect, but we just keep on going, and we will have dreams even after the worst of nightmares.It deserves repeated viewings and much praise. Thank you, Mr. Cameron.",10
388,"I will never understand the common man, and therefore will never understand the mass hysteria over this movie.  I did not care about any of the passengers James Cameron took the time to introduce us to.  In fact, we know none of the true heart-breaking tales of the R.M.S. Titanic - only the fanciful romantic tale of a spoiled brat and the only American in steerage. It is frightening to me that America embraced this movie without ever learning one bit of true history about the disaster of the Titanic.  5 will get you 10 that most of America believes there was such a jewel as the Heart of the Ocean.  We already know many fools clamored around the graves of anyone known as Jack Dawson.  Most offensive, however, are Mr. Cameron's comments at the Oscars without any regard for the 1523 lives actually lost on the R.M.S. Titanic.  Life is not a movie, and love does not conquer all.",1
